year,shadow,name,city,region,country,latitude,longitude,is_groundhog,type,active,was_spring
1887,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1888,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1890,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1898,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1900,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1901,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1902,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1903,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1904,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1905,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1906,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1907,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1908,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1909,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1910,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1911,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1912,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1913,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1914,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1915,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1916,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1917,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1918,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1919,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1920,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1921,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1922,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1923,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1924,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1925,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1926,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1927,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1928,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1929,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1930,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1931,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1932,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1933,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1934,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1935,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1936,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1937,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1938,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1939,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1940,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1941,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1942,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1943,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1944,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1945,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1946,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1947,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1948,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1949,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1950,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1951,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1952,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1953,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1954,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1955,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1956,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1957,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1958,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1959,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1960,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1961,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1962,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1963,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1964,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1965,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1966,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1967,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1968,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1969,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1970,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1971,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1972,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1973,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1974,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1975,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1976,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1977,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1978,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1979,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1980,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1981,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1982,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1983,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1984,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1985,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1986,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1987,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1988,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1989,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1990,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1991,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1992,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1993,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1994,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1995,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1996,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1997,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
1998,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1999,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2001,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2002,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2003,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2004,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2005,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2006,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2007,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2008,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2009,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2012,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2013,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2016,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2017,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,FALSE
2021,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2022,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
2023,TRUE,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,TRUE,Groundhog,TRUE,TRUE
1926,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1929,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1931,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1932,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1933,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1934,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1935,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1936,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1937,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1938,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1939,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1940,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1941,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1942,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1944,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1945,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1946,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1947,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1948,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1949,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1950,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1951,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1952,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1953,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1954,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1955,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1956,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1957,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1958,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1959,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1960,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1961,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1962,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1963,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1964,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1965,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1966,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1967,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1968,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1969,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1970,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1971,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1972,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1973,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1974,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1975,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1977,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1978,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1979,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1980,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1981,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1982,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1983,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1984,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1985,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1986,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1987,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1988,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1989,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1990,FALSE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,FALSE
1991,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1992,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1993,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
1995,TRUE,Octoraro Orphie,Quarryville,Pennsylvania,USA,39.8255413,-76.0919567,FALSE,Taxidermied groundhog,TRUE,TRUE
