year,shadow,name,city,region,country,latitude,longitude,is_groundhog,type,active,was_spring
1997,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
1999,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2000,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2005,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2006,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2007,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2008,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2009,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2010,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2011,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2012,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2013,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2014,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2015,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2016,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2017,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2018,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2019,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2020,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
2021,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2022,FALSE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,FALSE
2023,TRUE,Lander Lil,Lander,Wyoming,USA,42.830629,-108.722943,FALSE,Statue of a prairie dog,TRUE,TRUE
1996,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
1997,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
1998,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
1999,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2000,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2001,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2002,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2003,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2004,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2006,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2008,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2009,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2010,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2011,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2012,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2013,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2014,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2015,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2016,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2017,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2018,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2019,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2020,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2021,FALSE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,FALSE
2022,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
2023,TRUE,Manitoba Merv,Stonewall,Manitoba,Canada,50.1738294,-97.1351477,FALSE,Groundhog golf club cover,TRUE,TRUE
1999,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2000,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2001,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2002,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2003,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2004,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2005,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2006,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2007,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2008,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2009,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2011,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2012,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2018,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2019,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2020,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
2022,FALSE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Holtsville Hal,Holtsville,New York,USA,40.7967917,-73.0358701,TRUE,Groundhog,TRUE,TRUE
1999,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2000,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2001,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2002,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2003,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2004,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2005,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2011,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2013,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2014,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2015,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2017,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2018,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2019,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2020,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
2022,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,TRUE
2023,TRUE,Shubenacadie Sam,Shubenacadie,Nova Scotia,Canada,45.0921321,-63.397339,TRUE,Groundhog,TRUE,FALSE
1999,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2000,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2001,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2002,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2003,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2004,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2005,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2006,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2007,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2010,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2011,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2012,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2016,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2017,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2019,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2020,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
2021,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2022,TRUE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,TRUE
2023,FALSE,Woody the Woodchuck,Howell,Michigan,USA,42.523758,-83.9529562,TRUE,Groundhog,TRUE,FALSE
1999,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2001,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2002,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2003,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2004,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2005,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2006,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2007,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2008,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2009,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2010,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2011,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2012,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2013,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2014,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2015,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2016,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2017,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2018,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2019,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2020,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2021,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2022,FALSE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,FALSE
2023,TRUE,Woodstock Willie,Woodstock,Illinois,USA,42.3142948,-88.4477184,TRUE,Groundhog,TRUE,TRUE
2000,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2001,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2002,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2003,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2004,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2005,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2006,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2007,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2008,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2009,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2010,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2011,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2012,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2013,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2014,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2015,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2016,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2017,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2018,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2019,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2020,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
2021,FALSE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,FALSE
2022,TRUE,Sir Walter Wally,Raleigh,North Carolina,USA,35.7821867,-78.6414861,TRUE,Groundhog,FALSE,TRUE
1997,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2001,FALSE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2002,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2003,FALSE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2004,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2005,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2006,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2007,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2008,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2009,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2010,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2011,FALSE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2012,FALSE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2013,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2014,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2015,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2016,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2017,FALSE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,FALSE
2018,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2019,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2020,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2023,TRUE,Schnogadahl Sammi,Kresgeville,Pennsylvania,USA,40.9014222,-75.497874,FALSE,Taxidermied groundhog,TRUE,TRUE
2001,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2004,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2005,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2006,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2007,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2008,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2009,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2010,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2011,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2012,FALSE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,FALSE
2013,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2014,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
2015,TRUE,Poor Richard,York,Pennsylvania,USA,39.9658603,-76.729263,FALSE,Taxidermied groundhog,TRUE,TRUE
